Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
13-Nov-2020;18:49:56;default       ;95111     ;DIP_3;0.00;min;151.997;umol/l;humid;30.085;deg;288085;uV;9.751;°C;1015.300;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253863;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.262;V
13-Nov-2020;18:49:57;default       ;95111     ;DIP_3;0.02;min;152.527;umol/l;humid;30.081;deg;287878;uV;9.654;°C;1015.270;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253819;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.257;V
13-Nov-2020;18:49:58;default       ;95111     ;DIP_3;0.03;min;152.808;umol/l;humid;30.076;deg;287691;uV;9.610;°C;1015.320;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253783;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.259;V
13-Nov-2020;18:49:59;default       ;95111     ;DIP_3;0.05;min;153.444;umol/l;humid;30.065;deg;287545;uV;9.509;°C;1015.290;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253770;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.258;V
13-Nov-2020;18:50:00;default       ;95111     ;DIP_3;0.07;min;154.022;umol/l;humid;30.055;deg;287251;uV;9.418;°C;1015.290;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253751;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.256;V
13-Nov-2020;18:50:01;default       ;95111     ;DIP_3;0.08;min;154.332;umol/l;humid;30.044;deg;287114;uV;9.383;°C;1015.330;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253735;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.257;V
13-Nov-2020;18:50:02;default       ;95111     ;DIP_3;0.10;min;154.827;umol/l;humid;30.030;deg;286925;uV;9.319;°C;1015.310;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253719;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.256;V
13-Nov-2020;18:50:03;default       ;95111     ;DIP_3;0.12;min;155.222;umol/l;humid;30.017;deg;286696;uV;9.272;°C;1015.330;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253716;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.256;V
13-Nov-2020;18:50:04;default       ;95111     ;DIP_3;0.13;min;155.704;umol/l;humid;29.999;deg;286388;uV;9.220;°C;1015.330;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253702;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.259;V
13-Nov-2020;18:50:05;default       ;95111     ;DIP_3;0.15;min;156.141;umol/l;humid;29.983;deg;286420;uV;9.173;°C;1015.320;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;253690;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.258;V
