Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
12-Nov-2020;17:57:53;default       ;95111     ;DIP_3;0.00;min;211.709;umol/l;humid;26.199;deg;265156;uV;8.874;°C;1016.130;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255933;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.283;V
12-Nov-2020;17:57:54;default       ;95111     ;DIP_3;0.02;min;209.465;umol/l;humid;26.336;deg;266237;uV;8.870;°C;1016.060;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255887;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.274;V
12-Nov-2020;17:57:55;default       ;95111     ;DIP_3;0.03;min;206.790;umol/l;humid;26.497;deg;267735;uV;8.876;°C;1016.050;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255862;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.276;V
12-Nov-2020;17:57:56;default       ;95111     ;DIP_3;0.05;min;205.164;umol/l;humid;26.613;deg;268803;uV;8.839;°C;1016.130;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255844;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.275;V
12-Nov-2020;17:57:57;default       ;95111     ;DIP_3;0.07;min;203.016;umol/l;humid;26.745;deg;270109;uV;8.844;°C;1016.120;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255816;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.272;V
12-Nov-2020;17:57:58;default       ;95111     ;DIP_3;0.08;min;201.052;umol/l;humid;26.872;deg;271493;uV;8.838;°C;1016.160;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255809;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.274;V
12-Nov-2020;17:57:59;default       ;95111     ;DIP_3;0.10;min;198.976;umol/l;humid;26.997;deg;272814;uV;8.855;°C;1016.060;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255789;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.271;V
12-Nov-2020;17:58:00;default       ;95111     ;DIP_3;0.12;min;197.144;umol/l;humid;27.123;deg;274532;uV;8.837;°C;1016.110;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255787;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.272;V
12-Nov-2020;17:58:01;default       ;95111     ;DIP_3;0.13;min;195.120;umol/l;humid;27.258;deg;275750;uV;8.831;°C;1016.080;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255765;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.272;V
12-Nov-2020;17:58:02;default       ;95111     ;DIP_3;0.15;min;193.263;umol/l;humid;27.386;deg;277125;uV;8.818;°C;1016.120;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;255766;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.270;V
