Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
12-Nov-2020;18:07:14;default       ;95111     ;DIP_3;0.00;min;181.370;umol/l;humid;27.325;deg;264813;uV;10.913;°C;1016.100;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252307;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.238;
12-Nov-2020;18:07:15;default       ;95111     ;DIP_3;0.02;min;181.983;umol/l;humid;27.333;deg;264671;uV;10.788;°C;1016.200;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252248;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.240;
12-Nov-2020;18:07:16;default       ;95111     ;DIP_3;0.03;min;182.532;umol/l;humid;27.343;deg;264682;uV;10.670;°C;1016.200;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252243;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.228;
12-Nov-2020;18:07:17;default       ;95111     ;DIP_3;0.05;min;183.457;umol/l;humid;27.356;deg;264720;uV;10.482;°C;1016.220;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252223;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.227;
12-Nov-2020;18:07:18;default       ;95111     ;DIP_3;0.07;min;183.588;umol/l;humid;27.370;deg;264804;uV;10.426;°C;1016.290;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252209;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.225;
12-Nov-2020;18:07:19;default       ;95111     ;DIP_3;0.08;min;184.137;umol/l;humid;27.384;deg;264853;uV;10.300;°C;1016.250;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252204;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.227;
12-Nov-2020;18:07:20;default       ;95111     ;DIP_3;0.10;min;184.496;umol/l;humid;27.401;deg;264935;uV;10.198;°C;1016.190;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252190;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.226;
12-Nov-2020;18:07:21;default       ;95111     ;DIP_3;0.12;min;184.481;umol/l;humid;27.414;deg;265017;uV;10.170;°C;1016.210;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252183;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.226;
12-Nov-2020;18:07:22;default       ;95111     ;DIP_3;0.13;min;184.681;umol/l;humid;27.430;deg;265175;uV;10.098;°C;1016.160;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252191;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.227;
12-Nov-2020;18:07:23;default       ;95111     ;DIP_3;0.15;min;184.602;umol/l;humid;27.442;deg;265270;uV;10.082;°C;1016.190;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252170;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.225;
12-Nov-2020;18:07:24;default       ;95111     ;DIP_3;0.17;min;184.604;umol/l;humid;27.451;deg;265259;uV;10.060;°C;1016.170;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252185;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.227;
12-Nov-2020;18:07:25;default       ;95111     ;DIP_3;0.18;min;184.702;umol/l;humid;27.459;deg;265311;uV;10.025;°C;1016.060;mbar;35.0;pmil;0;55.170;deg;20.000;°C;100.000;%a.s.;21.450;deg;20.000;°C;976;mbar;0.8520;-0.02617;0.000350;0.00000;0.000000;10.29;humid;36;50.000;252184;SAAF0004000086;     p1.3.0.7 ;PSt7-10;151201-1;201112;112301;1;5.226;
